punct_id,time_id ,airline_id,airport_id ,ratings_id,area_id,num_of_flights,num_of_flights_cancelled,avg_early_on_time_flights,avg_cancelled_flights,total_minutes_delayed,min_delays_minutes,max_delays_minutes,avg_delays_minutes
AP6875,202312,AL119,LHR,RT04,SE02,2,0,0.00,0.00,68.00,23.00,45.00,34.00
AP6876,202312,AL121,LHR,RT04,SE02,132,1,16.10,0.40,63.49,27.88,35.61,31.74
AP6877,202312,AL122,LHR,RT04,SE02,94,0,19.15,0.00,15.81,15.81,15.81,15.81
AP6878,202312,AL126,LHR,RT04,SE02,415,1,11.54,0.24,22.48,22.48,22.48,22.48
AP6879,202312,AL129,LHR,RT03,SE02,62,9,0.47,4.23,28.32,0.00,28.32,9.44
AP6880,202312,AL130,LHR,RT04,SE02,248,0,20.56,0.00,17.46,17.46,17.46,17.46
AP6881,202312,AL135,LHR,RT04,SE02,690,2,20.14,0.33,76.79,14.38,25.57,19.20
AP6882,202312,AL136,LHR,RT04,SE02,62,0,0.00,0.00,36.74,36.74,36.74,36.74
AP6883,202312,AL142,LHR,RT04,SE02,255,1,10.16,0.39,28.17,28.17,28.17,28.17
AP6884,202312,AL149,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6885,202312,AL160,LHR,RT03,SE02,124,0,47.58,0.00,7.72,7.72,7.72,7.72
AP6886,202312,AL162,LHR,RT03,SE02,18,0,22.22,0.00,13.61,13.61,13.61,13.61
AP6887,202312,AL171,LHR,RT03,SE02,488,0,27.25,0.00,12.91,12.91,12.91,12.91
AP6888,202312,AL173,LHR,RT04,SE02,113,1,27.19,0.88,23.39,23.39,23.39,23.39
AP6889,202312,AL175,LHR,RT04,SE02,26,0,7.69,0.00,28.31,28.31,28.31,28.31
AP6890,202312,AL180,LHR,RT03,SE02,124,0,35.48,0.00,6.14,6.14,6.14,6.14
AP6891,202312,AL185,LHR,RT03,SE02,186,0,49.19,0.00,10.46,2.23,8.23,5.23
AP6892,202312,AL192,LHR,RT04,SE02,112,4,2.59,3.45,55.95,55.95,55.95,55.95
AP6893,202312,AL194,LHR,RT04,SE02,456,47,25.05,9.34,17.80,17.80,17.80,17.80
AP6894,202312,AL196,LHR,RT04,SE02,62,0,9.68,0.00,33.50,33.50,33.50,33.50
AP6895,202312,AL197,LHR,RT04,SE02,116,0,11.21,0.00,28.52,28.52,28.52,28.52
AP6896,202312,AL199,LHR,RT04,SE02,1,4,20.00,80.00,0.00,0.00,0.00,0.00
AP6897,202312,AL203,LHR,RT04,SE02,294,0,21.29,0.00,75.83,10.31,17.78,15.17
AP6898,202312,AL205,LHR,RT04,SE02,167,0,8.38,0.00,29.67,29.67,29.67,29.67
AP6899,202312,AL206,LHR,RT04,SE02,1056,139,8.23,10.04,94.46,7.00,31.76,23.61
AP6900,202312,AL211,LHR,RT04,SE02,124,0,23.39,0.00,17.44,17.44,17.44,17.44
AP6901,202312,AL217,LHR,RT04,SE02,95,0,8.42,0.00,34.63,34.63,34.63,34.63
AP6902,202312,AL230,LHR,RT04,SE02,62,0,22.58,0.00,16.60,16.60,16.60,16.60
AP6903,202312,AL240,LHR,RT03,SE02,128,0,15.78,0.00,72.02,0.00,45.80,14.40
AP6904,202312,AL241,LHR,RT03,SE02,444,0,14.30,0.00,12.43,0.00,12.43,6.22
AP6905,202312,AL244,LHR,RT04,SE02,81,1,4.88,1.22,44.56,44.56,44.56,44.56
AP6906,202312,AL245,LHR,RT03,SE02,28,0,32.14,0.00,13.68,13.68,13.68,13.68
AP6907,202312,AL246,LHR,RT03,SE02,68,4,5.56,1.85,22.71,0.00,22.71,7.57
AP6908,202312,AL247,LHR,RT04,SE02,54,0,3.70,0.00,33.76,33.76,33.76,33.76
AP6909,202312,AL251,LHR,RT03,SE02,795,5,20.48,0.36,69.30,0.00,20.95,13.86
AP6910,202312,AL253,LHR,RT03,SE02,246,0,18.96,0.00,43.74,0.00,18.44,10.94
AP6911,202312,AL255,LHR,RT04,SE02,85,0,24.51,0.00,32.45,8.45,24.00,16.23
AP6912,202312,AL258,LHR,RT03,SE02,44,0,22.73,0.00,14.20,14.20,14.20,14.20
AP6913,202312,AL259,LHR,RT03,SE02,246,0,16.87,0.00,12.61,0.00,12.61,6.30
AP6914,202312,AL261,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6915,202312,AL265,LHR,RT04,SE02,1,0,0.00,0.00,80.00,80.00,80.00,80.00
AP6916,202312,AL268,LHR,RT04,SE02,82,0,6.10,0.00,65.98,65.98,65.98,65.98
AP6917,202312,AL279,LHR,RT04,SE02,732,12,12.95,1.75,50.28,20.86,29.42,25.14
AP6918,202312,AL281,LHR,RT04,SE02,62,0,25.81,0.00,16.45,16.45,16.45,16.45
AP6919,202312,AL282,LHR,RT04,SE02,60,0,10.00,0.00,19.60,19.60,19.60,19.60
AP6920,202312,AL283,LHR,RT04,SE02,98,0,6.81,0.00,59.76,27.29,32.47,29.88
AP6921,202312,AL284,LHR,RT04,SE02,124,0,15.32,0.00,24.27,24.27,24.27,24.27
AP6922,202312,AL287,LHR,RT04,SE02,392,0,13.01,0.00,27.98,27.98,27.98,27.98
AP6923,202312,AL288,LHR,RT03,SE02,36,0,30.56,0.00,27.83,11.11,16.72,13.92
AP6924,202312,AL301,LHR,RT04,SE02,26,0,0.00,0.00,116.92,116.92,116.92,116.92
AP6925,202312,AL302,LHR,RT04,SE02,10,0,0.00,0.00,51.70,51.70,51.70,51.70
AP6926,202312,AL306,LHR,RT03,SE02,984,10,26.70,0.77,112.02,0.00,23.48,14.00
AP6927,202312,AL308,LHR,RT04,SE02,24,0,8.33,0.00,55.17,55.17,55.17,55.17
AP6928,202312,AL311,LHR,RT04,SE02,62,0,29.49,0.00,32.54,11.85,20.69,16.27
AP6929,202312,AL312,LHR,RT03,SE02,1764,34,18.06,1.41,412.86,0.00,44.31,13.32
AP6930,202312,AL313,LHR,RT03,SE02,46,4,19.31,3.33,54.41,0.00,18.30,9.07
AP6931,202312,AL321,LHR,RT04,SE02,62,0,14.52,0.00,21.08,21.08,21.08,21.08
AP6932,202312,AL324,LHR,RT03,SE02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6933,202312,AL079,IOM,RT04,IM01,4,0,0.00,0.00,38.50,38.50,38.50,38.50
AP6934,202312,AL118,IOM,RT04,IM01,274,4,30.93,2.02,97.26,11.80,27.71,19.45
AP6935,202312,AL124,IOM,RT03,IM01,50,0,52.00,0.00,6.76,6.76,6.76,6.76
AP6936,202312,AL125,IOM,RT04,IM01,22,0,9.09,0.00,32.09,32.09,32.09,32.09
AP6937,202312,AL203,IOM,RT04,IM01,383,14,27.49,3.53,154.52,18.69,35.52,25.75
AP6938,202312,AL265,IOM,RT03,IM01,3,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6939,202312,AL079,JER,RT04,CI01,502,2,31.91,0.19,232.20,9.03,106.25,29.02
AP6940,202312,AL083,JER,RT04,CI01,240,2,27.69,0.83,22.10,22.10,22.10,22.10
AP6941,202312,AL118,JER,RT03,CI01,550,2,42.09,0.31,85.71,7.56,27.78,14.28
AP6942,202312,AL265,JER,RT04,CI01,17,0,3.57,0.00,54.43,17.00,37.43,27.21
AP6943,202312,AL008,LBA,RT04,YH02,252,44,41.59,14.59,22.93,10.76,12.17,11.47
AP6944,202312,AL034,LBA,RT03,YH02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6945,202312,AL064,LBA,RT04,YH02,4,2,33.33,33.33,0.00,0.00,0.00,0.00
AP6946,202312,AL079,LBA,RT03,YH02,4,0,25.00,0.00,5.50,0.00,5.50,2.75
AP6947,202312,AL118,LBA,RT03,YH02,41,2,41.86,4.65,7.34,7.34,7.34,7.34
AP6948,202312,AL127,LBA,RT04,YH02,8,0,0.00,0.00,81.00,0.00,57.50,27.00
AP6949,202312,AL149,LBA,RT03,YH02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6950,202312,AL183,LBA,RT03,YH02,510,9,26.60,4.22,408.85,0.00,49.78,14.10
AP6951,202312,AL194,LBA,RT04,YH02,181,54,14.04,22.98,28.45,28.45,28.45,28.45
AP6952,202312,AL248,LBA,RT04,YH02,510,17,17.82,2.25,462.81,0.00,86.76,28.93
AP6953,202312,AL296,LBA,RT03,YH02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6954,202312,AL326,LBA,RT04,YH02,72,6,7.17,3.90,169.24,0.00,65.28,24.18
AP6955,202312,AL327,LBA,RT04,YH02,36,6,28.47,13.89,21.40,9.65,11.75,10.70
AP6956,202312,AL002,LPL,RT03,NW01,2,0,50.00,0.00,12.00,12.00,12.00,12.00
AP6957,202312,AL008,LPL,RT03,NW01,96,0,65.79,0.00,10.37,0.00,10.37,5.18
AP6958,202312,AL025,LPL,RT04,NW01,2,0,0.00,0.00,89.50,89.50,89.50,89.50
AP6959,202312,AL034,LPL,RT03,NW01,4,0,25.00,0.00,15.00,6.00,9.00,7.50
AP6960,202312,AL071,LPL,RT01,NW01,1,0,100.00,0.00,0.00,0.00,0.00,0.00
AP6961,202312,AL081,LPL,RT02,NW01,2,0,50.00,0.00,0.00,0.00,0.00,0.00
AP6962,202312,AL098,LPL,RT04,NW01,1,0,0.00,0.00,95.00,95.00,95.00,95.00
AP6963,202312,AL333,LPL,RT04,NW01,6,0,0.00,0.00,55.50,55.50,55.50,55.50
AP6964,202312,AL115,LPL,RT04,NW01,13,2,0.00,14.29,115.17,0.00,42.67,16.45
AP6965,202312,AL116,LPL,RT03,NW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6966,202312,AL118,LPL,RT03,NW01,1208,5,26.61,4.59,309.82,0.00,113.00,11.92
AP6967,202312,AL124,LPL,RT03,NW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6968,202312,AL125,LPL,RT03,NW01,3,0,0.00,0.00,5.33,5.33,5.33,5.33
AP6969,202312,AL127,LPL,RT04,NW01,8,0,0.00,0.00,444.75,22.50,370.00,148.25
AP6970,202312,AL132,LPL,RT04,NW01,1,0,0.00,0.00,84.00,84.00,84.00,84.00
AP6971,202312,AL147,LPL,RT02,NW01,14,0,50.00,0.00,3.29,3.29,3.29,3.29
AP6972,202312,AL156,LPL,RT04,NW01,1,0,0.00,0.00,37.00,37.00,37.00,37.00
AP6973,202312,AL203,LPL,RT04,NW01,109,2,28.26,1.05,38.73,14.75,23.98,19.36
AP6974,202312,AL206,LPL,RT04,NW01,33,0,12.12,0.00,22.27,22.27,22.27,22.27
AP6975,202312,AL248,LPL,RT04,NW01,852,5,15.99,4.17,596.05,0.00,83.00,18.06
AP6976,202312,AL265,LPL,RT04,NW01,1,0,0.00,0.00,84.00,84.00,84.00,84.00
AP6977,202312,AL271,LPL,RT03,NW01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP6978,202312,AL273,LPL,RT04,NW01,1,0,0.00,0.00,72.00,72.00,72.00,72.00
AP6979,202312,AL290,LPL,RT04,NW01,2,0,0.00,0.00,47.00,47.00,47.00,47.00
AP6980,202312,AL293,LPL,RT04,NW01,2,0,0.00,0.00,97.50,97.50,97.50,97.50
AP6981,202312,AL324,LPL,RT04,NW01,10,0,0.00,0.00,26.90,26.90,26.90,26.90
AP6982,202312,AL326,LPL,RT03,NW01,81,2,8.29,1.11,80.83,0.00,35.11,8.98
AP6983,202312,AL327,LPL,RT03,NW01,64,2,46.49,2.38,35.38,0.00,25.27,11.79
AP6984,202312,AL001,LCY,RT04,SE03,146,1,25.85,0.68,15.62,15.62,15.62,15.62
AP6985,202312,AL071,LCY,RT04,SE03,2345,85,25.34,5.51,566.25,0.00,146.00,21.78
AP6986,202312,AL115,LCY,RT01,SE03,1,0,100.00,0.00,0.00,0.00,0.00,0.00
AP6987,202312,AL194,LCY,RT04,SE03,343,41,24.48,10.68,17.87,17.87,17.87,17.87
AP6988,202312,AL203,LCY,RT03,SE03,48,7,9.09,4.24,17.15,0.00,17.15,5.72
AP6989,202312,AL205,LCY,RT04,SE03,41,1,11.90,2.38,23.95,23.95,23.95,23.95
AP6990,202312,AL206,LCY,RT04,SE03,130,23,11.11,15.03,21.70,21.70,21.70,21.70
AP6991,202312,AL208,LCY,RT04,SE03,310,6,20.68,1.11,35.24,17.11,18.13,17.62
AP6992,202312,AL271,LCY,RT03,SE03,28,0,28.57,0.00,6.61,6.61,6.61,6.61
AP6993,202312,AL279,LCY,RT04,SE03,262,21,16.40,7.34,41.73,19.82,21.91,20.87
AP6994,202312,AL333,LTN,RT04,SE04,10,0,5.56,0.00,48.56,21.00,27.56,24.28
AP6995,202312,AL116,LTN,RT03,SE04,67,4,14.02,1.54,47.50,0.00,30.00,9.50
AP6996,202312,AL118,LTN,RT04,SE04,3362,12,21.64,0.27,796.21,0.00,44.35,15.02
AP6997,202312,AL122,LTN,RT04,SE04,72,0,18.06,0.00,20.56,20.56,20.56,20.56
AP6998,202312,AL146,LTN,RT04,SE04,62,0,30.65,0.00,32.81,32.81,32.81,32.81
AP6999,202312,AL248,LTN,RT04,SE04,856,3,19.89,3.85,569.89,0.00,48.45,21.11
AP7000,202312,AL261,LTN,RT03,SE04,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7001,202312,AL274,LTN,RT03,SE04,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7002,202312,AL290,LTN,RT04,SE04,4,0,0.00,0.00,43.50,43.50,43.50,43.50
AP7003,202312,AL296,LTN,RT03,SE04,37,0,6.19,0.00,79.22,0.00,38.00,13.20
AP7004,202312,AL301,LTN,RT03,SE04,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7005,202312,AL326,LTN,RT03,SE04,1139,2,16.28,0.16,219.47,0.00,28.00,10.97
AP7006,202312,AL327,LTN,RT03,SE04,682,2,36.36,0.26,88.53,10.08,19.12,14.76
AP7007,202312,AL328,LTN,RT04,SE04,1626,7,25.11,0.23,907.98,0.00,137.60,17.46
AP7008,202312,AL007,MAN,RT03,NW02,19,0,58.33,0.00,14.39,0.00,14.39,7.19
AP7009,202312,AL008,MAN,RT04,NW02,533,30,40.50,5.84,16.48,7.05,9.43,8.24
AP7010,202312,AL009,MAN,RT04,NW02,110,5,15.74,5.42,90.61,19.46,43.37,30.20
AP7011,202312,AL030,MAN,RT03,NW02,2,0,0.00,0.00,11.50,11.50,11.50,11.50
AP7012,202312,AL032,MAN,RT04,NW02,196,5,23.38,2.49,15.81,15.81,15.81,15.81
AP7013,202312,AL034,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7014,202312,AL042,MAN,RT04,NW02,84,0,10.71,0.00,32.68,32.68,32.68,32.68
AP7015,202312,AL044,MAN,RT04,NW02,26,0,23.08,0.00,16.35,16.35,16.35,16.35
AP7016,202312,AL049,MAN,RT04,NW02,0,3,0.00,100.00,0.00,0.00,0.00,0.00
AP7017,202312,AL064,MAN,RT04,NW02,102,0,25.49,0.00,28.35,28.35,28.35,28.35
AP7018,202312,AL065,MAN,RT04,NW02,30,0,16.67,0.00,18.57,18.57,18.57,18.57
AP7019,202312,AL077,MAN,RT04,NW02,25,5,10.00,16.67,72.68,72.68,72.68,72.68
AP7020,202312,AL083,MAN,RT03,NW02,446,14,12.16,0.81,44.98,0.00,23.58,11.24
AP7021,202312,AL084,MAN,RT04,NW02,107,0,28.97,0.00,16.84,16.84,16.84,16.84
AP7022,202312,AL087,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7023,202312,AL088,MAN,RT04,NW02,36,0,11.11,0.00,20.69,20.69,20.69,20.69
AP7024,202312,AL097,MAN,RT04,NW02,4,0,0.00,0.00,50.00,0.00,35.00,16.67
AP7025,202312,AL115,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7026,202312,AL116,MAN,RT04,NW02,266,6,26.27,0.74,187.18,9.33,51.38,23.40
AP7027,202312,AL117,MAN,RT03,NW02,20,0,69.44,0.00,14.83,0.00,14.83,7.42
AP7028,202312,AL118,MAN,RT04,NW02,2643,14,25.25,0.35,1347.85,0.00,285.00,24.07
AP7029,202312,AL121,MAN,RT04,NW02,46,0,2.17,0.00,49.91,49.91,49.91,49.91
AP7030,202312,AL126,MAN,RT04,NW02,186,1,10.70,0.53,28.27,28.27,28.27,28.27
AP7031,202312,AL127,MAN,RT04,NW02,4,0,0.00,0.00,72.25,72.25,72.25,72.25
AP7032,202312,AL129,MAN,RT04,NW02,44,0,22.73,0.00,35.55,35.55,35.55,35.55
AP7033,202312,AL130,MAN,RT04,NW02,66,0,8.59,0.00,90.09,34.09,56.00,45.05
AP7034,202312,AL135,MAN,RT03,NW02,88,2,35.56,2.22,12.33,12.33,12.33,12.33
AP7035,202312,AL142,MAN,RT04,NW02,76,0,21.05,0.00,25.20,25.20,25.20,25.20
AP7036,202312,AL149,MAN,RT03,NW02,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7037,202312,AL153,MAN,RT01,NW02,1,0,100.00,0.00,0.00,0.00,0.00,0.00
AP7038,202312,AL160,MAN,RT04,NW02,36,2,26.32,5.26,41.19,41.19,41.19,41.19
AP7039,202312,AL162,MAN,RT04,NW02,32,0,37.50,0.00,16.16,16.16,16.16,16.16
AP7040,202312,AL172,MAN,RT04,NW02,36,0,22.22,0.00,15.03,15.03,15.03,15.03
AP7041,202312,AL173,MAN,RT04,NW02,60,0,36.67,0.00,18.30,18.30,18.30,18.30
AP7042,202312,AL183,MAN,RT04,NW02,1025,2,22.56,0.40,668.64,0.00,121.45,19.10
AP7043,202312,AL194,MAN,RT04,NW02,337,30,19.89,8.17,20.19,20.19,20.19,20.19
AP7044,202312,AL197,MAN,RT04,NW02,26,0,0.00,0.00,54.31,54.31,54.31,54.31
AP7045,202312,AL203,MAN,RT04,NW02,373,15,24.72,3.31,135.68,0.00,38.45,16.96
AP7046,202312,AL206,MAN,RT04,NW02,366,42,15.26,11.33,47.88,22.09,25.78,23.94
AP7047,202312,AL212,MAN,RT04,NW02,20,0,2.56,0.00,320.56,58.00,179.33,106.85
AP7048,202312,AL224,MAN,RT03,NW02,20,0,7.50,0.00,19.20,0.00,19.20,9.60
AP7049,202312,AL225,MAN,RT03,NW02,62,2,10.69,2.50,48.25,0.00,21.19,12.06
AP7050,202312,AL234,MAN,RT04,NW02,105,2,5.61,0.93,31.25,0.00,31.25,15.62
AP7051,202312,AL241,MAN,RT04,NW02,186,0,23.66,0.00,20.34,20.34,20.34,20.34
AP7052,202312,AL248,MAN,RT04,NW02,2518,22,20.27,0.69,1462.20,0.00,96.00,20.59
AP7053,202312,AL250,MAN,RT04,NW02,631,5,21.33,0.32,668.15,0.00,103.50,15.91
AP7054,202312,AL251,MAN,RT04,NW02,222,6,19.70,7.50,61.40,12.83,17.74,15.35
AP7055,202312,AL253,MAN,RT04,NW02,52,2,25.93,3.70,24.69,24.69,24.69,24.69
AP7056,202312,AL259,MAN,RT04,NW02,70,0,18.71,0.00,46.55,21.93,24.62,23.27
AP7057,202312,AL274,MAN,RT04,NW02,34,0,16.07,0.00,35.15,8.32,26.83,17.58
AP7058,202312,AL279,MAN,RT04,NW02,127,1,7.03,0.78,28.61,28.61,28.61,28.61
AP7059,202312,AL287,MAN,RT03,NW02,176,5,6.08,1.38,22.78,0.00,22.78,11.39
AP7060,202312,AL296,MAN,RT04,NW02,771,1,12.43,0.06,1281.13,0.00,144.00,27.26
AP7061,202312,AL300,MAN,RT04,NW02,2,0,0.00,0.00,16.50,16.50,16.50,16.50
AP7062,202312,AL312,MAN,RT03,NW02,178,2,45.85,1.11,46.54,5.38,22.56,11.64
AP7063,202312,AL318,MAN,RT03,NW02,62,0,35.48,0.00,11.60,11.60,11.60,11.60
AP7064,202312,AL007,NCL,RT04,NE01,6,0,0.00,0.00,36.00,36.00,36.00,36.00
AP7065,202312,AL008,NCL,RT04,NE01,112,2,30.83,1.67,60.14,29.26,30.88,30.07
AP7066,202312,AL032,NCL,RT03,NE01,145,0,31.03,0.00,9.88,9.88,9.88,9.88
AP7067,202312,AL039,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7068,202312,AL040,NCL,RT04,NE01,2,0,0.00,0.00,31.00,31.00,31.00,31.00
AP7069,202312,AL083,NCL,RT04,NE01,295,11,18.95,3.59,22.10,22.10,22.10,22.10
AP7070,202312,AL115,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7071,202312,AL117,NCL,RT04,NE01,14,0,21.43,0.00,35.71,35.71,35.71,35.71
AP7072,202312,AL118,NCL,RT04,NE01,228,0,38.95,0.00,33.39,13.21,20.18,16.69
AP7073,202312,AL126,NCL,RT04,NE01,60,0,10.00,0.00,24.72,24.72,24.72,24.72
AP7074,202312,AL127,NCL,RT03,NE01,4,0,12.50,0.00,11.00,0.00,11.00,5.50
AP7075,202312,AL135,NCL,RT03,NE01,18,0,22.22,0.00,11.50,11.50,11.50,11.50
AP7076,202312,AL149,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7077,202312,AL156,NCL,RT03,NE01,2,0,0.00,0.00,2.00,2.00,2.00,2.00
AP7078,202312,AL183,NCL,RT04,NE01,415,2,21.67,8.33,342.63,0.00,42.00,14.28
AP7079,202312,AL194,NCL,RT04,NE01,278,31,22.98,10.03,19.93,19.93,19.93,19.93
AP7080,202312,AL203,NCL,RT04,NE01,218,6,18.04,18.66,89.72,0.00,32.20,14.95
AP7081,202312,AL206,NCL,RT04,NE01,34,2,13.89,5.56,25.32,25.32,25.32,25.32
AP7082,202312,AL220,NCL,RT03,NE01,2,0,0.00,0.00,4.00,4.00,4.00,4.00
AP7083,202312,AL248,NCL,RT03,NE01,350,0,24.64,0.00,190.22,0.00,28.50,11.89
AP7084,202312,AL253,NCL,RT03,NE01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7085,202312,AL274,NCL,RT03,NE01,6,0,0.00,0.00,14.83,14.83,14.83,14.83
AP7086,202312,AL290,NCL,RT03,NE01,3,0,33.33,0.00,13.00,0.00,13.00,4.33
AP7087,202312,AL296,NCL,RT04,NE01,141,0,17.77,0.00,292.45,1.33,84.50,20.89
AP7088,202312,AL008,SOU,RT03,SE06,237,8,37.52,3.22,25.69,9.87,15.82,12.84
AP7089,202312,AL064,SOU,RT04,SE06,157,16,19.37,4.72,67.32,0.00,35.86,22.44
AP7090,202312,AL071,SOU,RT03,SE06,21,0,16.11,0.00,58.72,0.00,52.89,11.74
AP7091,202312,AL079,SOU,RT04,SE06,250,0,25.19,0.00,50.97,12.51,38.46,25.49
AP7092,202312,AL115,SOU,RT03,SE06,60,0,4.58,0.00,36.88,0.00,36.88,9.22
AP7093,202312,AL118,SOU,RT04,SE06,80,1,33.95,1.23,50.76,11.23,24.50,16.92
AP7094,202312,AL194,SOU,RT04,SE06,0,14,0.00,100.00,0.00,0.00,0.00,0.00
AP7095,202312,AL195,SOU,RT03,SE06,102,0,7.35,0.00,21.05,0.00,21.05,10.52
AP7096,202312,AL203,SOU,RT04,SE06,422,8,35.01,3.38,99.00,14.36,31.14,19.80
AP7097,202312,AL116,SEN,RT04,SE07,86,0,32.30,0.00,63.23,2.50,24.87,15.81
AP7098,202312,AL117,SEN,RT03,SE07,6,0,16.67,0.00,6.33,6.33,6.33,6.33
AP7099,202312,AL118,SEN,RT03,SE07,4,0,0.00,0.00,3.25,3.25,3.25,3.25
AP7100,202312,AL001,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7101,202312,AL007,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7102,202312,AL017,STN,RT04,SE05,0,36,0.00,100.00,0.00,0.00,0.00,0.00
AP7103,202312,AL038,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7104,202312,AL049,STN,RT04,SE05,1,0,0.00,0.00,18.00,18.00,18.00,18.00
AP7105,202312,AL071,STN,RT04,SE05,1,0,0.00,0.00,58.00,58.00,58.00,58.00
AP7106,202312,AL083,STN,RT03,SE05,2,0,50.00,0.00,17.00,0.00,17.00,8.50
AP7107,202312,AL106,STN,RT04,SE05,12,0,0.00,0.00,43.50,43.50,43.50,43.50
AP7108,202312,AL333,STN,RT04,SE05,0,8,0.00,100.00,0.00,0.00,0.00,0.00
AP7109,202312,AL116,STN,RT04,SE05,110,2,43.64,0.61,116.84,0.00,97.00,38.95
AP7110,202312,AL117,STN,RT04,SE05,20,0,20.00,0.00,31.40,14.90,16.50,15.70
AP7111,202312,AL118,STN,RT03,SE05,519,0,10.05,0.00,99.46,0.00,31.00,12.43
AP7112,202312,AL126,STN,RT04,SE05,124,1,15.20,0.80,21.96,21.96,21.96,21.96
AP7113,202312,AL146,STN,RT04,SE05,10,0,30.00,0.00,21.90,21.90,21.90,21.90
AP7114,202312,AL147,STN,RT04,SE05,66,0,24.24,0.00,23.33,23.33,23.33,23.33
AP7115,202312,AL168,STN,RT04,SE05,58,0,10.34,0.00,29.59,29.59,29.59,29.59
AP7116,202312,AL183,STN,RT04,SE05,464,0,24.30,0.00,444.60,0.00,112.00,20.21
AP7117,202312,AL194,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7118,202312,AL203,STN,RT04,SE05,1,0,0.00,0.00,45.00,0.00,45.00,22.50
AP7119,202312,AL206,STN,RT04,SE05,18,0,5.56,0.00,38.61,38.61,38.61,38.61
AP7120,202312,AL208,STN,RT01,SE05,1,0,100.00,0.00,0.00,0.00,0.00,0.00
AP7121,202312,AL234,STN,RT03,SE05,350,1,27.84,0.10,46.66,7.44,18.88,11.67
AP7122,202312,AL248,STN,RT04,SE05,9957,51,21.77,1.34,2790.27,0.00,49.69,21.63
AP7123,202312,AL250,STN,RT04,SE05,770,19,10.21,20.79,625.46,0.00,80.67,13.90
AP7124,202312,AL274,STN,RT03,SE05,30,0,36.67,0.00,13.13,13.13,13.13,13.13
AP7125,202312,AL279,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7126,202312,AL287,STN,RT04,SE05,170,4,7.73,0.91,60.03,0.00,32.82,20.01
AP7127,202312,AL290,STN,RT03,SE05,11,0,9.09,0.00,9.00,0.00,9.00,3.00
AP7128,202312,AL296,STN,RT04,SE05,53,2,8.06,2.08,387.29,4.00,155.67,48.41
AP7129,202312,AL301,STN,RT03,SE05,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7130,202312,AL324,STN,RT04,SE05,26,0,11.54,0.00,22.69,22.69,22.69,22.69
AP7131,202312,AL115,MME,RT04,NE02,5,0,0.00,0.00,150.33,33.33,72.00,50.11
AP7132,202312,AL127,MME,RT04,NE02,4,0,0.00,0.00,62.00,13.00,49.00,31.00
AP7133,202312,AL164,MME,RT04,NE02,2,0,0.00,0.00,299.00,147.00,152.00,149.50
AP7134,202312,AL188,MME,RT03,NE02,1,0,0.00,0.00,5.00,5.00,5.00,5.00
AP7135,202312,AL194,MME,RT04,NE02,129,23,27.63,15.13,15.38,15.38,15.38,15.38
AP7136,202312,AL203,MME,RT03,NE02,40,9,10.71,2.92,96.21,0.00,37.71,13.74
AP7137,202312,AL248,MME,RT03,NE02,24,0,50.00,0.00,12.58,12.58,12.58,12.58
AP7138,202401,AL008,ABZ,RT04,SC01,2,52,31.48,3.70,17.96,17.96,17.96,17.96
AP7139,202401,AL071,ABZ,RT03,SC01,0,0,0.00,0.00,0.00,0.00,0.00,0.00
AP7140,202401,AL083,ABZ,RT03,SC01,9,341,23.57,1.29,9.48,0.00,9.48,4.74
AP7141,202401,AL115,ABZ,RT04,SC01,54,125,15.11,11.86,93.75,0.00,34.00,18.75
